CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,ClassicCasual
8032234-750,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,Round Toe;Wingtip;Closed Toe,0
8032235-3,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8032236-42604,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,Round Toe;Closed Toe,1
8032237-158,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
8032238-396,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,Capped Toe;Round Toe;Closed Toe,0
8032239-396,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,Capped Toe;Round Toe;Closed Toe,1
8032240-158,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,Round Toe;Closed Toe,1
8032241-401,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,Round Toe;Closed Toe,1
8032243-189,Boots,Ankle,Flat,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8032864-312016,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Nubuck;Suede,,1
8032969-284760,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Nubuck,Round Toe,1
8032970-284760,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Nubuck,Round Toe,1
8032975-256707,Boots,Ankle,1in - 1 3/4in,Padded,Bungee;Lace up,Men,Leather;Mesh;Suede,,1
8032978-859,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Suede,Moc Toe,0
8033566-184651,Shoes,Loafers,,Leather,Slip-On,Men,Leather,,1
8033577-3,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Leather,Snip Toe;Closed Toe,1
8033634-146367,Shoes,Loafers,1in - 1 3/4in,Leather,Monk Strap,Men,Leather,,1
8033636-401,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather;Suede;Synthetic,,1
8033643-6,Shoes,Loafers,1in - 1 3/4in,Leather,Monk Strap,Men,Leather,,1
8033652-6,Shoes,Oxfords,Flat,Leather;Padded,Lace up,Men,Lace;Leather;Suede,Wingtip,1
8033660-374292,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,Medallion;Wingtip,1
8033824-18,Slippers,Slipper Flats,,Padded,Slip-On,Men,Sheepskin,Moc Toe;Round Toe;Closed Toe,1
8033829-18,Slippers,Slipper Flats,,Padded,Lace up,Men,Sheepskin,Moc Toe;Round Toe;Closed Toe,1
8033829-278,Slippers,Slipper Flats,,Padded,Lace up,Men,Sheepskin,Moc Toe;Round Toe;Closed Toe,1
8033894-7,Shoes,Oxfords,,Leather,,Men,Lace;Leather,,1
8033895-6,Shoes,Loafers,,Leather,Slip-On,Men,Leather,,1
8033918-7046,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,,1
8033935-146367,Shoes,Loafers,1in - 1 3/4in,Leather,Slip-On,Men,Leather,Round Toe,1
8033941-7046,Shoes,Oxfords,Flat,Leather;Padded,Lace up,Men,Lace;Leather;Suede,Wingtip,1
8033945-184651,Boots,Ankle,Flat,Leather,Lace up,Men,Lace;Leather;Suede,Wingtip,1
8033947-7046,Shoes,Oxfords,Flat,Leather;Padded,Lace up,Men,Lace;Leather;Suede,Round Toe,1
8033948-6,Shoes,Loafers,Flat,Leather;Padded,Buckle;Monk Strap,Men,Leather;Suede,,1
8033950-374338,Boots,Ankle,1in - 1 3/4in,,Lace up,Men,Leather,Wingtip,1
8033951-146367,Boots,Mid-Calf,1in - 1 3/4in,Leather,,Men,Lace;Leather;Rubber;Suede,Wingtip,1
8033959-7046,Boots,Mid-Calf,1in - 1 3/4in,Leather,,Men,Lace;Leather;Shearling,Round Toe,1
8033961-374339,Boots,Mid-Calf,1in - 1 3/4in,Leather,Buckle,Men,Leather,Round Toe,1
8033968-89,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,Snub Toe,1
8033969-184651,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,Snub Toe,1
8033970-9,Shoes,Loafers,1in - 1 3/4in,Leather,Monk Strap,Men,Leather,,1
8033971-401,Shoes,Oxfords,1in - 1 3/4in,Leather,,Men,Lace;Leather,Medallion,1
8033973-7,Shoes,Oxfords,1in - 1 3/4in,Leather,,Men,Lace;Leather,Snub Toe,1
8034015-3,Boots,Mid-Calf,1in - 1 3/4in,Leather;Textile,Belt,Men,Leather;Synthetic,Capped Toe,1
8034015-374351,Boots,Mid-Calf,1in - 1 3/4in,Leather;Textile,Belt,Men,Leather;Synthetic,Capped Toe,1
8034016-19,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather;Rubber,Capped Toe,1
8034018-1676,Boots,Mid-Calf,,Leather,Zipper,Men,Lace;Leather,Capped Toe,1
8034056-3,Boots,Ankle,1in - 1 3/4in,Leather,Zipper,Men,Leather,Capped Toe,1
8034058-169,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men,Synthetic,,0
8034058-4766,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men,Synthetic,,0
8034062-62386,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,,1
8034195-3,Shoes,Loafers,1in - 1 3/4in,Leather,Slip-On,Men,Leather;Rubber,Apron Toe,1
8034196-3513,Shoes,Loafers,1in - 1 3/4in,Leather,Slip-On,Men,Leather;Rubber,Round Toe,1
8034201-3,Shoes,Sneakers and Athletic Shoes,Flat,Leather,Lace up,Men,Lace;Leather;Rubber,Round Toe,1
8034201-325,Shoes,Sneakers and Athletic Shoes,Flat,Leather,Lace up,Men,Lace;Leather;Rubber,Round Toe,1
8034202-9748,Boots,Ankle,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,,1
8034203-3,Boots,Ankle,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,1
8034203-325,Boots,Ankle,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,1
8034207-3,Shoes,Loafers,1in - 1 3/4in,Leather,Slip-On,Men,Leather;Rubber;Suede,Round Toe,1
8034217-3,Boots,Ankle,Flat,Leather,,Men,Lace;Leather;Rubber,Round Toe,1
8034217-325,Boots,Ankle,Flat,Leather,,Men,Lace;Leather;Rubber,Round Toe,1
8034221-4854,Boots,Ankle,1in - 1 3/4in,Padded,Zipper,Men,Leather,Square Toe;Closed Toe,1
8034223-432,Boots,Ankle,Flat,Padded,Lace up,Men,Leather;Suede,Round Toe,1
8034226-25388,Shoes,Boat Shoes,Flat,Padded,Slip-On,Men,Suede,Moc Toe,0
8034226-59838,Shoes,Boat Shoes,Flat,Padded,Slip-On,Men,Suede,Moc Toe,0
8034227-216,Boots,Ankle,1in - 1 3/4in,Padded,Zipper,Men,Leather,Round Toe,1
8034228-72,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,Snub Toe;Closed Toe,1
8034229-665,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather,Snub Toe;Closed Toe,1
8034230-72,Shoes,Loafers,Under 1in,Padded,Slip-On,Men,Leather,Almond;Wingtip;Closed Toe,1
8034231-162,Boots,Ankle,,Padded,Lace up,Men,Leather,Round Toe,1
8034231-216,Boots,Ankle,,Padded,Lace up,Men,Leather,Round Toe,1
8034232-2459,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather,Round Toe,1
8034232-20324,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather,Round Toe,1
8034233-231,Shoes,Sneakers and Athletic Shoes,Flat,,Slip-On,Men,Suede,Moc Toe,0
8034236-216,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
8034237-374419,Shoes,Oxfords,1in - 1 3/4in,Padded,Lace up,Men,Wool,Wingtip;Closed Toe,0
8034238-665,Boots,Ankle,Flat,Padded,Lace up,Men,Suede,Moc Toe,0
8034239-374393,Shoes,Oxfords,Flat,Padded,Lace up,Men,Leather,Medallion;Wingtip,1
8034241-72,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Leather,Snub Toe,1
8034243-84,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up,Men,Nubuck,Capped Toe;Round Toe;Closed Toe,0
8034243-670,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Capped Toe,1
8034244-665,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather,Wingtip,1
8034245-72,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
8034246-72,Shoes,Loafers,,Textile,Slip-On,Men,Leather,Moc Toe;Closed Toe,1
8034246-665,Shoes,Loafers,,Textile,Slip-On,Men,Leather,Moc Toe;Closed Toe,1
8034247-216,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Wingtip,1
8034247-665,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Medallion;Wingtip;Closed Toe,1
8034247-7576,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Medallion;Wingtip;Closed Toe,1
8034247-52900,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Medallion;Wingtip;Closed Toe,1
8034248-113,Shoes,Loafers,Flat,,Slip-On,Men,Velvet,Round Toe,0
8034248-33618,Shoes,Loafers,Flat,,Slip-On,Men,Velvet,Round Toe,0
8034252-323,Boots,Ankle,,Padded;Textile,Lace up,Men,Suede,Round Toe;Closed Toe,0
8034294-325,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Leather,Wingtip,1
8034302-11414,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Leather,Round Toe;Closed Toe,1
8034303-3,Shoes,Loafers,1in - 1 3/4in,Leather,Slip-On,Men,Suede,Round Toe,0
8034464-2294,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,Round Toe,1
8034464-8326,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,Round Toe,1
8034464-374491,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,Round Toe,1
8034469-151,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,,1
8034469-2971,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,,1
8034469-384877,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,,1
8034479-374522,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,,1
8034479-374523,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,,1
8034479-374524,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,,1
8034487-374544,Boots,Ankle,,Padded,Lace up,Men,Suede,Round Toe,0
8034631-183092,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
8034631-273286,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
8034677-183092,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
8034677-273286,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
8034696-72,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,,1
8034697-365,Shoes,Sneakers and Athletic Shoes,Flat,Leather,Lace up,Men,Leather;Suede,,1
8034698-72,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Leather,Round Toe,1
8034699-3,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,,0
8034699-359338,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,,0
8034700-16197,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Polyurethane,Lace up,Men,Canvas;Suede,,0
8034995-170429,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
8035082-23236,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Suede,,0
8035082-374713,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Suede,,0
8035082-374714,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Suede,,0
8035082-374715,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Suede,,0
8035140-3,Boots,Mid-Calf,1in - 1 3/4in,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,1
8035140-20847,Boots,Mid-Calf,1in - 1 3/4in,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,1
8035148-325,Boots,Ankle,Flat,,Buckle,Men,Rubber;Suede,Capped Toe,0
8035148-180670,Boots,Ankle,Flat,,Buckle,Men,Rubber;Suede,Capped Toe,0
8035151-6,Shoes,Oxfords,Flat,Leather,Lace up,Men,Lace;Leather;Rubber;Suede,Moc Toe,1
8035151-1679,Shoes,Oxfords,Flat,Leather,Lace up,Men,Lace;Leather;Rubber;Suede,Moc Toe,1
8035183-3,Shoes,Loafers,Flat,Leather,Slip-On,Men,Leather;Rubber,Square Toe,1
8035183-6,Shoes,Loafers,Flat,Leather,Slip-On,Men,Leather;Rubber,Square Toe,1
8035186-20847,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Textile,Hook and Loop,Men,Leather;Rubber;Suede,,1
8035188-3,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Hook and Loop,Men,Rubber;Suede,Round Toe,0
8035216-62386,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Leather,Capped Toe;Closed Toe,1
8035235-151,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas;Suede,Round Toe,0
8035236-128,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Textile,Lace up,Men,Canvas;Suede,,0
8035236-74429,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Textile,Lace up,Men,Canvas;Suede,,0
8035423-3,Boots,Mid-Calf,2in - 2 3/4in,EVA;Padded,Lace up;Zipper,Men,Leather;Rubber,Round Toe;Closed Toe,1
8035424-3,Boots,Mid-Calf,2in - 2 3/4in,EVA;Padded;Removable,Lace up;Zipper,Men,Leather;Rubber,Round Toe;Closed Toe,1
8035425-3,Boots,Ankle,1in - 1 3/4in,Padded,Zipper,Men,Leather;Rubber,Snub Toe;Square Toe;Closed Toe,1
8035425-6,Boots,Ankle,1in - 1 3/4in,Padded,Zipper,Men,Leather;Rubber,Snub Toe;Square Toe;Closed Toe,1
8035427-3,Boots,Mid-Calf,1in - 1 3/4in,Padded,Zipper,Men,Leather;Rubber,Snub Toe;Square Toe;Closed Toe,1
8035427-6,Boots,Mid-Calf,1in - 1 3/4in,Padded,Zipper,Men,Leather;Rubber,Snub Toe;Square Toe;Closed Toe,1
8035428-3,Boots,Mid-Calf,1in - 1 3/4in,Padded,Pull-on,Men,Leather;Rubber,Round Toe;Closed Toe,1
8035430-3,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather;Rubber,Round Toe;Closed Toe,1
8035430-6,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather;Rubber,Round Toe;Closed Toe,1
8035431-3,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather;Rubber,Round Toe;Closed Toe,1
8035433-3,Boots,Mid-Calf,2in - 2 3/4in,Padded,Lace up;Zipper,Men,Leather;Rubber,Round Toe;Closed Toe,1
8035917-7,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Suede,,0
8035917-529,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Suede,,0
8035917-7606,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Suede,,0
8035939-585,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,,0
8036255-3,Shoes,Oxfords,1in - 1 3/4in,Gel;Padded;Textile,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036255-6,Shoes,Oxfords,1in - 1 3/4in,Gel;Padded;Textile,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036255-184651,Shoes,Oxfords,1in - 1 3/4in,Gel;Padded;Textile,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036257-3,Shoes,Oxfords,1in - 1 3/4in,Gel;Padded;Textile,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036257-6,Shoes,Oxfords,1in - 1 3/4in,Gel;Padded;Textile,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036257-184651,Shoes,Oxfords,1in - 1 3/4in,Gel;Padded;Textile,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036259-3,Shoes,Oxfords,1in - 1 3/4in,Gel;Padded;Textile,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8036259-6,Shoes,Oxfords,1in - 1 3/4in,Gel;Padded;Textile,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8036264-6,Shoes,Loafers,1in - 1 3/4in,Padded;Textile,Elastic Gore;Slip-On,Men,Leather,Round Toe;Closed Toe,1
8036489-128,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded;Removable,Lace up,Men,Nylon;Suede,,0
8036489-375134,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded;Removable,Lace up,Men,Nylon;Suede,,0
8036580-375181,Shoes,Oxfords,1in - 1 3/4in,Leather;Removable,Lace up,Men,Leather,Round Toe;Wingtip;Closed Toe,1
8036581-375182,Boots,Ankle,1in - 1 3/4in,Leather;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036584-375183,Shoes,Oxfords,1in - 1 3/4in,Leather;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036618-375197,Shoes,Oxfords,Flat,Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036618-375198,Shoes,Oxfords,Flat,Removable,Lace up,Men,Leather,Round Toe;Closed Toe,1
8036623-375199,Shoes,Oxfords,Flat,Removable,Lace up,Men,Leather,Bicycle Toe;Round Toe;Closed Toe,1
8036645-375207,Sandals,Flat,Flat,,Hook and Loop,Men,Leather,Open Toe,1
8036645-375208,Sandals,Flat,Flat,,Hook and Loop,Men,Leather,Open Toe,1
8036645-375209,Sandals,Flat,Flat,,Hook and Loop,Men,Leather,Open Toe,1
8036660-375211,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Toggle,Men,Mesh;Synthetic,Round Toe;Closed Toe,0
8036660-375212,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Toggle,Men,Mesh;Synthetic,Round Toe;Closed Toe,0
8036671-375217,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh,Round Toe;Closed Toe,0
8036671-375218,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh,Round Toe;Closed Toe,0
8036672-375221,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Toggle,Men,Mesh,Round Toe;Closed Toe,0
8036704-2906,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded;Removable,Lace up,Men,Nylon;Rubber;Suede,,0
8036704-3691,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded;Removable,Lace up,Men,Nylon;Rubber;Suede,,0
8036917-7638,Boots,Ankle,,Leather,Lace up,Men,Suede,Round Toe;Closed Toe,0
8036923-3,Boots,Ankle,1in - 1 3/4in,Leather,Zipper,Men,Leather;Rubber;Shearling,,1
8036923-6,Boots,Ankle,1in - 1 3/4in,Leather,Zipper,Men,Leather;Rubber;Shearling,,1
8036995-124042,Shoes,Sneakers and Athletic Shoes,Flat,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
8036995-259592,Shoes,Sneakers and Athletic Shoes,Flat,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
8036995-375355,Shoes,Sneakers and Athletic Shoes,Flat,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
8036995-375356,Shoes,Sneakers and Athletic Shoes,Flat,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
8037307-375458,Shoes,Loafers,1in - 1 3/4in,Padded,Slip-On,Men,Leather,Moc Toe;Round Toe;Closed Toe,1
8037369-3,Shoes,Boat Shoes,Flat,,Lace up,Men,Suede;Wool,Moc Toe;Closed Toe,0
8037369-585,Shoes,Boat Shoes,Flat,,Lace up,Men,Suede;Wool,Moc Toe;Closed Toe,0
8037369-4854,Shoes,Boat Shoes,Flat,,Lace up,Men,Suede;Wool,Moc Toe;Closed Toe,0
8037385-256466,Shoes,Oxfords,1in - 1 3/4in,Padded,Lace up,Men,Leather,Round Toe;Wingtip;Closed Toe,1
8037385-375486,Shoes,Oxfords,1in - 1 3/4in,Padded,Lace up,Men,Leather,Round Toe;Wingtip;Closed Toe,1
8037426-2530,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,,Men,Leather,Algonquin;Round Toe;Closed Toe,1
8037426-114255,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,,Men,Leather,Algonquin;Round Toe;Closed Toe,1
8037426-306117,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,,Men,Leather,Algonquin;Round Toe;Closed Toe,1
8037434-8607,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Leather,Medallion;Round Toe;Wingtip;Closed Toe,1
8037434-375502,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Leather,Medallion;Round Toe;Wingtip;Closed Toe,1
8037443-1084,Boots,Ankle,Flat,Leather;Padded,Lace up,Men,Leather,Medallion;Round Toe;Wingtip;Closed Toe,1
8037443-6028,Boots,Ankle,Flat,Leather;Padded,Lace up,Men,Leather,Medallion;Round Toe;Wingtip;Closed Toe,1
8037443-256466,Boots,Ankle,Flat,Leather;Padded,Lace up,Men,Leather,Medallion;Round Toe;Wingtip;Closed Toe,1
8037445-114255,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Elastic Gore,Men,Leather,Medallion;Round Toe;Closed Toe,1
8037482-310169,Shoes,Sneakers and Athletic Shoes,Flat,Memory Foam;Moisture Wicking;Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Polyester;Rubber,,0
8037482-373668,Shoes,Sneakers and Athletic Shoes,Flat,Memory Foam;Moisture Wicking;Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Polyester;Rubber,,0
8037494-375548,Shoes,Sneakers and Athletic Shoes,Flat,Removable,Lace up,Men,Lace;Rubber;Synthetic,,0
8037494-375549,Shoes,Sneakers and Athletic Shoes,Flat,Removable,Lace up,Men,Lace;Rubber;Synthetic,,0
8037494-375550,Shoes,Sneakers and Athletic Shoes,Flat,Removable,Lace up,Men,Lace;Rubber;Synthetic,,0
8037765-375615,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men,Leather;Suede,,1
8037794-375678,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop;Lace up,Men,Leather,,1
8037822-153375,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop;Lace up,Men,Nubuck,,0
8037822-375687,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop;Lace up,Men,Nubuck,,0
8038112-409344,Shoes,Oxfords,Flat,Leather;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8038113-500,Shoes,Oxfords,1in - 1 3/4in,EVA;Leather,Lace up,Men,Lace;Leather;Suede;EVA,Wingtip,1
8038113-947,Shoes,Oxfords,1in - 1 3/4in,EVA;Leather,Lace up,Men,Lace;Leather;Suede;EVA,Wingtip,1
8038118-947,Boots,Ankle,,Leather,Lace up,Men,Suede,Round Toe;Closed Toe,0
8038118-10061,Boots,Ankle,,Leather,Lace up,Men,Leather,Round Toe;Closed Toe,1
8038118-375825,Boots,Ankle,,Leather,Lace up,Men,Leather,Round Toe;Closed Toe,1
8038187-947,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede;Synthetic,,1
8038187-28115,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede;Synthetic,,1
8038202-3,Shoes,Loafers,,EVA;Leather,Slip-On,Men,Synthetic,Moc Toe;Square Toe,0
8038202-106,Shoes,Loafers,,EVA;Leather,Slip-On,Men,Suede,Moc Toe;Square Toe,0
8038202-233,Shoes,Loafers,,EVA;Leather,Slip-On,Men,Synthetic,Moc Toe;Square Toe,0
8038202-401,Shoes,Loafers,,EVA;Leather,Slip-On,Men,Suede,Moc Toe;Square Toe,0
8038202-820,Shoes,Loafers,,EVA;Leather,Slip-On,Men,Suede,Moc Toe;Square Toe,0
8038202-2529,Shoes,Loafers,,EVA;Leather,Slip-On,Men,Suede,Moc Toe;Square Toe,0
8038202-16806,Shoes,Loafers,,EVA;Leather,Slip-On,Men,Canvas,Moc Toe;Square Toe,0
8038202-32202,Shoes,Loafers,,EVA;Leather,Slip-On,Men,Canvas,Moc Toe;Square Toe,0
8038202-382491,Shoes,Loafers,,EVA;Leather,Slip-On,Men,Canvas,Moc Toe;Square Toe,0
8038223-1165,Shoes,Oxfords,,EVA;Padded,Lace up,Men,Canvas,Round Toe;Closed Toe,0
8038223-32202,Shoes,Oxfords,,EVA;Padded,Lace up,Men,Canvas,Round Toe;Closed Toe,0
8038231-106,Shoes,Loafers,,EVA,Elastic Gore;Slip-On,Men,Suede,Round Toe,0
8038231-1122,Shoes,Loafers,,EVA,Elastic Gore;Slip-On,Men,Suede,Round Toe,0
8038231-1407,Shoes,Loafers,,EVA,Slip-On,Men,Mesh,,0
8038231-1460,Shoes,Loafers,,EVA,Slip-On,Men,Mesh,,0
8038231-2529,Shoes,Loafers,,EVA,Elastic Gore;Slip-On,Men,Suede,Round Toe,0
8038231-6054,Shoes,Loafers,,EVA,Elastic Gore;Slip-On,Men,Suede,Round Toe,0
8038231-35635,Shoes,Loafers,,EVA,Slip-On,Men,Mesh,,0
8038734-268198,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded;Textile,Lace up,Men,Suede,,0
8038944-8575,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Shearling;Suede,Moc Toe,0
8038944-183092,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Shearling;Suede,Moc Toe,0
8038945-183092,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Shearling;Suede,Moc Toe,0
8038946-4830,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Shearling;Suede,,0
8038946-332255,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Shearling;Suede,,0
8038997-3,Shoes,Oxfords,1in - 1 3/4in,Leather;Memory Foam,,Men,Leather,Capped Toe,1
8038998-20,Shoes,Oxfords,Flat,Leather;Memory Foam,Lace up,Men,Lace;Leather,Snub Toe,1
8039004-401,Shoes,Oxfords,Flat,Leather;Memory Foam,,Men,Lace;Leather,Capped Toe;Wingtip,1
8039004-184651,Shoes,Oxfords,Flat,Leather;Memory Foam,,Men,Lace;Leather,Capped Toe;Wingtip,1
